annee,regime,indicateur,valeur,unite,denominateur,source,note
2014,"artistes, créateurs et intellectuels (RACI)",pensions servies (numérateur),0.526,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 328)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2015,"artistes, créateurs et intellectuels (RACI)",pensions servies (numérateur),0.517,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 328)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2016,"artistes, créateurs et intellectuels (RACI)",pensions servies (numérateur),0.545,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 328)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2017,"artistes, créateurs et intellectuels (RACI)",pensions servies (numérateur),0.588,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 328)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2004,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,4.77777778,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2005,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,2.7254902,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2006,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,1.79310345,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2007,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,1.63809524,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2008,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,1.5,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2009,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,1.13095238,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2010,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.92488263,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2011,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.94366197,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2012,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.96682464,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2013,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.84120172,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2014,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.78902954,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2015,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.69731801,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2016,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.66319444,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2017,"artistes, créateurs et intellectuels (RACI)",ratio pensionnés / cotisants,0.62459547,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2004,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,469.91,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2005,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,466.91,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2006,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,442.35,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2007,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,459.63,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2008,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,477.38,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2009,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,501.7,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2010,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,517.08,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2011,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,542.45,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2012,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,569.55,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2013,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,600.95,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2014,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,625.09,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2015,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,662.34,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2016,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,704.17,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2017,"artistes, créateurs et intellectuels (RACI)",revenu d'assiette moyen mensuel,739.59,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2004,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,1.68144499,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2005,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.96238779,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2006,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.6626027,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2007,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.58708793,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2008,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.53593916,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2009,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.38065023,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2010,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.30567518,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2011,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.29570777,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2012,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.28985507,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2013,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.24222471,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2014,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.29587709,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2015,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.24922216,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2016,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.22394806,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2017,"artistes, créateurs et intellectuels (RACI)",taux d'équilibre,0.21441133,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2004,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",1.65359792,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2005,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.95357638,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2006,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.65223249,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2007,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.57637498,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2008,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.52271998,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2009,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.37519565,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2010,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.29882247,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2011,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.28617653,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2012,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.28201852,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2013,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.24222471,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2014,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.28442987,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2015,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.24010545,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2016,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.2187704,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2017,"artistes, créateurs et intellectuels (RACI)","taux d'équilibre, SMIG et SMAG moyens de l'année",0.21441133,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2004,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.35193035,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2005,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.35310631,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2006,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.36952843,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2007,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.3583967,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2008,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.35729277,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2009,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.33657494,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2010,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.33050159,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2011,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.31336196,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2012,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.29980108,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2013,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.2879508,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2014,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.37498862,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2015,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.35740101,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2016,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.33768085,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2017,"artistes, créateurs et intellectuels (RACI)",taux de remplacement apparent,0.34328031,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2004,"artistes, créateurs et intellectuels (RACI)",taux légal de la branche pensions,0.07,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,"loi n° 2002-104 du 30 décembre 2002, art. 7, JORT n° 106 du 31 décembre 2002 ; décret n° 2003-894 du 21 avril 2003, JORT n° 34 du 29 avril 2003, p. 1291-1294 (https://www.pist.tn/jort/2003/2003F/Jo0342003.pdf)","en vigueur depuis le 5 janvier 2003 (sans clause d'effet : cinq jours après le dépôt du JORT le 31 décembre 2002, note documentaire du précis) ; le livre « Cotisations sociales » le date de la publication, le 31 décembre 2002, règle que les conventions du précis écartent ; constant sur 2000-2017 d'après les textes ; publié par la caisse pour 2013 et 2017 seulement (annuaire 2013 p. 340, 2017 p. 346)"
2005,"artistes, créateurs et intellectuels (RACI)",taux légal de la branche pensions,0.07,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,"loi n° 2002-104 du 30 décembre 2002, art. 7, JORT n° 106 du 31 décembre 2002 ; décret n° 2003-894 du 21 avril 2003, JORT n° 34 du 29 avril 2003, p. 1291-1294 (https://www.pist.tn/jort/2003/2003F/Jo0342003.pdf)","en vigueur depuis le 5 janvier 2003 (sans clause d'effet : cinq jours après le dépôt du JORT le 31 décembre 2002, note documentaire du précis) ; le livre « Cotisations sociales » le date de la publication, le 31 décembre 2002, règle que les conventions du précis écartent ; constant sur 2000-2017 d'après les textes ; publié par la caisse pour 2013 et 2017 seulement (annuaire 2013 p. 340, 2017 p. 346)"
